"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-25.042514629641,4.96859574924329,-5.04015941193343,0.000506508992866164
"x",0.0157563725792628,0.00254215082827139,6.19804789079992,0.000101712958107147
