"","Estimate","Std. Error","t value","Pr(>|t|)"
"A",382.464261251464,164.530019604088,2.32458649291962,0.0807296101955146
"B",22761.6789685793,1704.86629223837,13.3510053381928,0.000181980372159851
"xmid",1996.01931706237,3.23070525496697,617.827737146136,4.11788351969517e-11
"scal",18.4568931562214,1.56907737477412,11.76289547791,0.000298850393095434
