"","Estimate","Std. Error","t value","Pr(>|t|)"
"mu",1945.69289888483,1.94908481082823,998.25974122596,8.67179263464309e-40
"sigma",64.3032820877286,1.85442619140993,34.6755683162772,1.74704237577622e-16
"k",8.17872266970966,0.102441445853445,79.8380245570753,3.03721516054821e-22
