"","Estimate","Std. Error","t value","Pr(>|t|)"
"A",4.92881372438691,4.67492233726404,1.05430922030492,0.369149604743607
"B",187.276749506274,5.97175868882059,31.3604013934564,7.12423864019217e-05
"xmid",1876.55298663662,4.14683908297012,452.526116661504,2.37975454560549e-08
"scal",18.7910599956362,2.84459966504469,6.60587154900794,0.00706259014653554
