"","Estimate","Std. Error","t value","Pr(>|t|)"
"A",-42.0455148626724,287093.57906636,-0.000146452299627899,0.99989016077577
"B",459235.691243908,9.34380375564065e+40,4.91486875424452e-36,1
"xmid",82134.1814728851,4.08212792620307e+26,2.01204330088893e-22,1
"scal",1471.97578134466,2.99467005116744e+38,4.91531873693674e-36,1
