"","Estimate","Std. Error","t value","Pr(>|t|)"
"A",1.98744008402956,3.88283863591339,0.511852350918529,0.614652267707615
"B",733.172369803482,88.1407663025694,8.31819827032873,9.34499678800821e-08
"xmid",1999.15960304869,6.39955790141052,312.390267241439,1.01156395725079e-36
"scal",24.947776013294,2.29094222875705,10.8897447085906,1.31084370089892e-09
