"","Estimate","Std. Error","t value","Pr(>|t|)"
"A",-3.74186831773617,8.0971184117296,-0.462123452747789,0.675444975020582
"B",66.9036788095331,12.2376152155393,5.46705200573547,0.0120289285791647
"xmid",1931.52940392686,15.1934841579793,127.128799677753,1.0731048965908e-06
"scal",43.7509260287001,18.6045541166614,2.35162454065581,0.100157956223403
