"","Estimate","Std. Error","t value","Pr(>|t|)"
"mu",1971.25944415683,0.978153308820469,2015.28679234743,3.03829743584017e-259
"sigma",33.8207462004024,1.14572011077232,29.5192044570155,6.1034937266889e-55
"k",21.3482863431271,0.486737698238339,43.8599402109051,8.53560564074782e-73
