"","Estimate","Std. Error","t value","Pr(>|t|)"
"A",17.838996601836,17.2681586323306,1.03305725767637,0.323755596933805
"B",1646.22046597393,38.2843742522757,42.9998007836336,1.31170720085322e-13
"xmid",1963.07914305179,0.749785761897042,2618.18674455085,3.16983215377987e-33
"scal",5.60195020562351,0.644058992117164,8.69788369417632,2.92390133589721e-06
