"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-15868.6123364677,1326.7133263745,-11.9608449097529,0.000279983226245494
"x",8.16080335241212,0.673525331961302,12.1165499872854,0.000266174855950181
