"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-121.930974300988,6.40803449665752,-19.0278273883494,9.11516098669069e-10
"x",0.0638471599805681,0.00323012144830448,19.766179384395,6.06273275206113e-10
