"","Estimate","Std. Error","t value","Pr(>|t|)"
"mu",743.336130756977,15.3416921034805,48.4520303069006,1.86805291624097e-25
"sigma",229.422316950338,19.2523884151413,11.9165639090216,1.44389368266816e-11
"k",4.64412828862313,0.478028862434782,9.71516294009702,8.61696651775094e-10
