"","Estimate","Std. Error","t value","Pr(>|t|)"
"A",24.4954904910282,12.4879570392993,1.96152904866196,0.0906153142015408
"B",690.408020991136,112.32397280881,6.14657765147159,0.000469109442576237
"xmid",1991.59189918647,8.36909373828613,237.969840160294,6.10878393661353e-15
"scal",22.3133904484962,4.33836273077843,5.14327451003446,0.00133389460380125
