"","Estimate","Std. Error","t value","Pr(>|t|)"
"A",25.3056857718282,11.26065360968,2.24726615780763,0.0879110051732625
"B",606.788627361822,460.715755298016,1.31705638538304,0.258202482034047
"xmid",2022.41739980983,27.0884056723102,74.6598904444623,1.92877965338688e-07
"scal",18.9511501895912,6.48815855374657,2.92088271773937,0.0432053384902726
