"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-210.662278889345,18.0714083881817,-11.6572142228335,9.85215622913889e-07
"x",0.105916863942947,0.00912684525725109,11.6049807964913,1.02350071576022e-06
