"","Estimate","Std. Error","t value","Pr(>|t|)"
"A",2.70605015523357,0.355405406565452,7.61398140051992,0.00159713589614931
"B",9.77248251858997,0.138900288560343,70.3560994716327,2.44545428769634e-07
"xmid",11.657673816028,1.37931670963431,8.45177451603462,0.00107368531376964
"scal",3.81385101807036,0.919549856218078,4.14751956327409,0.0142890099578586
