"","Estimate","Std. Error","t value","Pr(>|t|)"
"A",9.8095755646451,3.89154412307734,2.52074119023168,0.0653051834743103
"B",73.7268414272915,10.345121629567,7.12672543322988,0.00204942772295794
"xmid",1994.92537040361,5.00253153438074,398.783167420965,2.3723882824037e-10
"scal",18.1879042980083,4.8218107175907,3.77200710754906,0.0195704762432498
