"","Estimate","Std. Error","t value","Pr(>|t|)"
"A",8.94094552991836,1.09420133733846,8.17120691121285,7.96023612491017e-05
"B",38.7475644432205,1.20810583562299,32.0729883928085,7.40688186403989e-09
"xmid",1970.83200892662,1.76420394919261,1117.12254687366,1.21635936100921e-19
"scal",16.0044202471457,2.22558527848836,7.19110626846707,0.00017883387247678
