"","Estimate","Std. Error","t value","Pr(>|t|)"
"A",-3.11887359740629,3.65168566022848,-0.854091476540492,0.441187165772742
"B",46.1009464672295,3.19244771428637,14.4406269399262,0.000133674598290538
"xmid",1981.84026067689,2.13081083040126,930.087379133363,8.01775716425164e-12
"scal",15.2095351079466,3.10960354653032,4.89114926721683,0.00809534781322464
