x,y
1761,2
1762,8
1763,9
1764,16
1765,22
1766,33
1767,41
1768,48
1769,66
1770,74
1771,114
1772,135
1773,176
1774,189
1775,237
1776,263
1777,285
1778,315
1779,336
1780,338
1781,375
1782,387
1783,425
1784,459
1785,482
1786,505
1787,531
1788,568
1789,588
1790,594
