x,y
0,0.001
183,0.01
245,0.13
309,0.36
359,0.65
363,0.8
376,1.05
409,1.2
434,1.3
459,1.95
488,2.75
509,3.4
559,4
582,4.2
626,4.3
904,2
959,2.8
1036,1.9
1064,2.7
1109,2.3
1259,1
1409,0.75
1509,1
1604,0.5
1809,0.3
1909,0.05
1962,0
