x,y
1870,0
1880,0
1890,0.12
1900,0.23
1910,0.51
1920,0.84
1930,2.17
1940,3.15
1950,7.53
1960,16.1
1970,35.89
1980,51.76
1990,70.78
2000,86.11
2010,114
2015,123.78
