x,y
1800,0.35
1810,0.46
1820,0.55
1830,0.95
1840,1.28
1850,2.05
1860,3.82
1870,5.91
1880,9.15
1890,13.88
1900,20.62
1910,31.16
1920,35.4
1930,36.45
1940,41.71
1950,45.37
1960,55.59
1970,62.39
1980,79.8
1990,94.1
2000,96
2010,150
2015,159.7
