x,y
1866,11
1870,12.1
1880,13.2
1890,12.2
1900,12.2
1910,13.7
1920,13.5
1930,14.2
1933,11.2
1940,15.3
1950,16.5
1955,19.8
1960,26.1
1970,31
1980,33.5
1990,39.5
2000,42
2010,46.1
2013,47.1
2015,43.6
