x,y
1866,24.3
1870,29.3
1880,27.3
1890,22.1
1900,28.1
1910,27.9
1920,29.9
1930,20.5
1940,28.9
1950,38.2
1960,54.7
1970,72.4
1980,91
1990,118.5
2000,136.9
2010,152.6
2015,174.6
